query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_001576,d_000515,0.9,0.9,the monarchy should be abolished,sovereign,monarchy,high
q_001576,d_000704,0.7,0.7,the monarchy should be abolished,sovereign,republican,high
q_001577,d_000053,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,sovereign debt,austerity measures,high
q_001579,d_000215,0.8,0.8,all nations have a right to nuclear weapons,soviet,developing nuclear weapons,high
q_001579,d_000536,0.8,0.8,all nations have a right to nuclear weapons,soviet,nations,high
q_001580,d_000536,0.9,0.9,all nations have a right to nuclear weapons,soviet union,nations,high
q_001580,d_000536,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,soviet union,nations,high
q_001580,d_000560,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,soviet union,nuclear weapons,high
q_001580,d_000634,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,soviet union,possess nuclear weapons,high
q_001580,d_000867,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,soviet union,ussr,high
q_001581,d_000120,0.7,0.7,the one-child policy of china is justified,special administrative regions,china,high
q_001582,d_000273,1.0,1.0,endangered species should be protected,species,endangered species,high
q_001582,d_000425,0.9,0.9,endangered species should be protected,species,invasive species,high
q_001583,d_000273,0.9,0.9,endangered species should be protected,species and ecosystems,endangered species,high
q_001583,d_000425,0.7,0.7,endangered species should be protected,species and ecosystems,invasive species,high
q_001583,d_000811,0.7,0.7,endangered species should be protected,species and ecosystems,sustainability,high
q_001584,d_000273,1.0,1.0,endangered species should be protected,species extinctions,endangered species,high
q_001585,d_000273,1.0,1.0,endangered species should be protected,species loss,endangered species,high
q_001586,d_000109,0.7,0.7,it is sometimes right for the government to restrict freedom of speech,speech,censored,high
q_001586,d_000326,1.0,1.0,it is sometimes right for the government to restrict freedom of speech,speech,freedom of speech,high
q_001587,d_000053,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,spending,austerity measures,high
q_001587,d_000151,0.8,0.8,congressional earmarks should be abolished,spending,congressional earmarks,high
q_001588,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,spina bifida,fetuses,high
q_001588,d_000341,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,spina bifida,genetic screening,high
q_001588,d_000378,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,spina bifida,heritable diseases,high
q_001591,d_000331,1.0,1.0,gambling should be banned,sports betting,gambling,high
q_001592,d_000066,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,spread of hiv,barrier methods of contraception,high
q_001594,d_000104,0.8,0.8,the catholic church is justified in forbidding the use of barrier methods of contraception,st peter's,catholic church,high
q_001595,d_000250,0.7,0.7,education should be funded using a voucher scheme,stanley plan,education,high
q_001595,d_000790,0.7,0.7,education should be funded using a voucher scheme,stanley plan,state schools,high
q_001599,d_000250,1.0,1.0,education should be funded using a voucher scheme,state schools,education,high
q_001599,d_000883,0.9,0.9,education should be funded using a voucher scheme,state schools,voucher scheme,high
q_001600,d_000023,0.9,0.9,the leaking of military documents by anat kamm is justified,state secrets,anat kamm,high
q_001600,d_000217,0.8,0.8,the leaking of military documents by anat kamm is justified,state secrets,disclosure,high
q_001600,d_000460,0.8,0.8,the leaking of military documents by anat kamm is justified,state secrets,leaking,high
q_001600,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,state secrets,military documents,high
q_001600,d_000660,0.7,0.7,the leaking of military documents by anat kamm is justified,state secrets,prosecutions for treason,high
q_001600,d_000786,0.9,0.9,the leaking of military documents by anat kamm is justified,state secrets,spy,high
q_001600,d_000895,0.7,0.7,the leaking of military documents by anat kamm is justified,state secrets,whistleblower,high
q_001600,d_000898,0.9,0.9,the leaking of military documents by anat kamm is justified,state secrets,wikileaks released,high
q_001601,d_000217,0.7,0.7,the leaking of military documents by anat kamm is justified,state secrets privilege,disclosure,high
q_001601,d_000354,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,state secrets privilege,government,high
q_001601,d_000460,0.7,0.7,the leaking of military documents by anat kamm is justified,state secrets privilege,leaking,high
q_001601,d_000504,0.8,0.8,the leaking of military documents by anat kamm is justified,state secrets privilege,military documents,high
q_001602,d_000791,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,states,states,high
q_001602,d_000863,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,states,us,high
q_001605,d_000227,1.0,1.0,the right to asylum should not be absolute,status of refugees,displaced people,high
q_001605,d_000714,1.0,1.0,the right to asylum should not be absolute,status of refugees,right to asylum,high
q_001605,d_000792,0.7,0.7,the right to asylum should not be absolute,status of refugees,status,high
q_001606,d_000066,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,stds,barrier methods of contraception,high
q_001612,d_000024,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroid,androgen,high
q_001612,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroid,performance enhancing drugs,high
q_001612,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,steroid,professional sports,high
q_001612,d_000679,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,steroid,random testing,high
q_001613,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroid users,performance enhancing drugs,high
q_001613,d_000654,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroid users,professional sports,high
q_001613,d_000679,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroid users,random testing,high
q_001614,d_000005,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,steroids,abuse potential,high
q_001614,d_000025,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroids,androgenic steroids,high
q_001614,d_000047,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,steroids,athlete,high
q_001614,d_000388,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,steroids,hormones,high
q_001614,d_000510,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,steroids,mitchell report,high
q_001614,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,steroids,professional sports,high
q_001614,d_000730,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,steroids,schedule iii,high
q_001616,d_000082,1.0,1.0,boxing should be banned,straight punch thrown,boxing,high
q_001617,d_000095,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,strategic nomination,candidates,high
q_001617,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,strategic nomination,elections,high
q_001617,d_000582,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,strategic nomination,open primaries,high
q_001618,d_000875,0.7,0.7,the sale of violent video games to minors should be banned,strategy games,violent video games,high
q_001619,d_000351,0.9,0.9,google shouldn't censor its search results in china,street view program,google,high
q_001620,d_000250,1.0,1.0,education should be funded using a voucher scheme,students,education,high
q_001620,d_000733,0.8,0.8,the school leaving age should be raised to 18,students,school leaving age,high
q_001620,d_000858,1.0,1.0,the school leaving age should be raised to 18,students,universities,high
q_001620,d_000883,0.8,0.8,education should be funded using a voucher scheme,students,voucher scheme,high
q_001620,d_000914,0.9,0.9,year round schooling should be introduced,students,year round schooling,high
q_001623,d_000063,0.9,0.9,boxing should be banned,style of boxing,bare knuckle,high
q_001623,d_000082,1.0,1.0,boxing should be banned,style of boxing,boxing,high
q_001625,d_000803,1.0,1.0,states should not subsidize the growing of tobacco,subsidy,subsidize,high
q_001626,d_000612,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,substance,performance enhancing drugs,high
q_001626,d_000730,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,substance,schedule iii,high
q_001626,d_000805,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,substance,substance dependence,high
q_001627,d_000612,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,substance abuse,performance enhancing drugs,high
q_001627,d_000654,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,substance abuse,professional sports,high
q_001627,d_000816,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,substance abuse,systematic doping,high
q_001628,d_000612,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,substance dependence,performance enhancing drugs,high
q_001629,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,substances,performance enhancing drugs,high
q_001631,d_000914,1.0,1.0,year round schooling should be introduced,summer,year round schooling,high
q_001632,d_000914,1.0,1.0,year round schooling should be introduced,summer holidays,year round schooling,high
q_001633,d_000435,0.8,0.8,year round schooling should be introduced,summer holidays start,july and august,high
q_001633,d_000914,0.7,0.7,year round schooling should be introduced,summer holidays start,year round schooling,high
q_001634,d_000914,1.0,1.0,year round schooling should be introduced,summer learning loss,year round schooling,high
q_001635,d_000052,0.9,0.9,year round schooling should be introduced,summer vacation,august,high
q_001635,d_000711,0.9,0.9,year round schooling should be introduced,summer vacation,returning to school,high
q_001635,d_000914,1.0,1.0,year round schooling should be introduced,summer vacation,year round schooling,high
q_001636,d_000914,0.7,0.7,year round schooling should be introduced,summer vacation lasts,year round schooling,high
q_001637,d_000914,0.7,0.7,year round schooling should be introduced,summer vacation starts,year round schooling,high
q_001638,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,super tuesday,elections,high
q_001638,d_000582,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,super tuesday,open primaries,high
q_001641,d_000102,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,supreme court,case,high
q_001643,d_000585,1.0,1.0,opinion polls harm the democratic process,survey results,opinion polls,high
q_001646,d_000526,1.0,1.0,us should re-engage myanmar,suu kyi,myanmar,high
q_001650,d_000439,1.0,1.0,the keystone xl pipeline should be built,synthetic crude oil,keystone xl pipeline,high
q_001652,d_000612,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,systematic doping,performance enhancing drugs,high
q_001652,d_000654,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,systematic doping,professional sports,high
q_001653,d_000558,0.7,0.7,all nations have a right to nuclear weapons,tactical nuclear weapons,nuclear tests,high
q_001653,d_000560,1.0,1.0,all nations have a right to nuclear weapons,tactical nuclear weapons,nuclear weapons,high
q_001654,d_000095,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,tactical voting,candidates,high
q_001654,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,tactical voting,elections,high
q_001654,d_000582,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,tactical voting,open primaries,high
q_001657,d_000275,0.9,0.9,the leaking of military documents by anat kamm is justified,targeted killing,enemy at war,high
q_001657,d_000502,0.9,0.9,the leaking of military documents by anat kamm is justified,targeted killing,military,high
q_001658,d_000502,1.0,1.0,the leaking of military documents by anat kamm is justified,targeted killings,military,high
q_001670,d_000560,0.9,0.9,all nations have a right to nuclear weapons,teller ulam design,nuclear weapons,high
q_001672,d_000246,0.7,0.7,the american jobs act should be passed,term capital gains,economic,high
q_001673,d_000533,0.9,0.9,national service should be reintroduced,term of service,national service,high
q_001674,d_000140,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,terms and conditions,collective bargaining rights,high
q_001675,d_000145,0.7,0.7,google shouldn't censor its search results in china,terms of service,companies,high
q_001675,d_000346,0.7,0.7,google shouldn't censor its search results in china,terms of service,gmail accounts,high
q_001675,d_000351,1.0,1.0,google shouldn't censor its search results in china,terms of service,google,high
q_001675,d_000865,0.7,0.7,google shouldn't censor its search results in china,terms of service,user,high
q_001675,d_000892,0.8,0.8,google shouldn't censor its search results in china,terms of service,web companies,high
q_001677,d_000733,0.8,0.8,the school leaving age should be raised to 18,tertiary education,school leaving age,high
q_001677,d_000858,0.9,0.9,the school leaving age should be raised to 18,tertiary education,universities,high
q_001678,d_000341,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,test,genetic screening,high
q_001678,d_000737,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,test,screening test,high
q_001678,d_000851,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,test,ultrasound,high
q_001679,d_000536,0.7,0.7,all nations have a right to nuclear weapons,test ban treaty,nations,high
q_001679,d_000550,1.0,1.0,all nations have a right to nuclear weapons,test ban treaty,nuclear bomb,high
q_001679,d_000552,0.8,0.8,all nations have a right to nuclear weapons,test ban treaty,nuclear explosive devices,high
q_001679,d_000560,1.0,1.0,all nations have a right to nuclear weapons,test ban treaty,nuclear weapons,high
q_001679,d_000857,1.0,1.0,all nations have a right to nuclear weapons,test ban treaty,united states,high
q_001680,d_000341,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,test results,genetic screening,high
q_001681,d_000021,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,testing,amniocentesis,high
q_001681,d_000341,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,testing,genetic screening,high
q_001681,d_000424,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,testing,invasive procedure,high
q_001681,d_000427,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,testing,invasive testing,high
q_001681,d_000737,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,testing,screening test,high
q_001681,d_000851,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,testing,ultrasound,high
q_001682,d_000526,0.9,0.9,us should re-engage myanmar,thein sein,myanmar,high
q_001683,d_000046,0.7,0.7,atheism is the only way,theological noncognitivism,atheism,high
q_001684,d_000413,0.9,0.9,intellectual property rights should be abolished,theories of property,intellectual property rights,high
q_001684,d_000433,0.9,0.9,intellectual property rights should be abolished,theories of property,john locke,high
q_001684,d_000667,1.0,1.0,intellectual property rights should be abolished,theories of property,public property,high
q_001686,d_000136,0.7,0.7,the school leaving age should be raised to 18,theory of education,classroom,high
q_001686,d_000447,0.7,0.7,the school leaving age should be raised to 18,theory of education,knowledge,high
q_001687,d_000413,1.0,1.0,intellectual property rights should be abolished,theory of property,intellectual property rights,high
q_001687,d_000433,0.9,0.9,intellectual property rights should be abolished,theory of property,john locke,high
q_001687,d_000602,0.9,0.9,intellectual property rights should be abolished,theory of property,patent laws,high
q_001687,d_000667,1.0,1.0,intellectual property rights should be abolished,theory of property,public property,high
q_001688,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,threat,nuclear weapons,high
q_001689,d_000009,0.7,0.7,the use of affirmative action is justified,title vii,affirmative action,high
q_001689,d_000367,0.8,0.8,the use of affirmative action is justified,title vii,grutter v bollinger,high
q_001689,d_000674,0.8,0.8,the use of affirmative action is justified,title vii,race creed color,high
q_001689,d_000677,0.9,0.9,the use of affirmative action is justified,title vii,racial groups,high
q_001690,d_000156,0.7,0.7,states should not subsidize the growing of tobacco,tobacco,consumption,high
q_001690,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,tobacco,growing of tobacco,high
q_001690,d_000542,0.9,0.9,states should not subsidize the growing of tobacco,tobacco,nicotinic acetylcholine receptors,high
q_001690,d_000619,0.9,0.9,states should not subsidize the growing of tobacco,tobacco,pipe,high
q_001690,d_000767,0.7,0.7,states should not subsidize the growing of tobacco,tobacco,smoke free workplaces,high
q_001690,d_000772,1.0,1.0,states should not subsidize the growing of tobacco,tobacco,snuff,high
q_001690,d_000834,1.0,1.0,states should not subsidize the growing of tobacco,tobacco,tobacco consumption,high
q_001691,d_000365,0.8,0.8,states should not subsidize the growing of tobacco,tobacco advertising,growing of tobacco,high
q_001692,d_000365,0.9,0.9,states should not subsidize the growing of tobacco,tobacco companies,growing of tobacco,high
q_001692,d_000770,0.7,0.7,states should not subsidize the growing of tobacco,tobacco companies,smoking rates,high
q_001692,d_000771,0.9,0.9,states should not subsidize the growing of tobacco,tobacco companies,smoking restrictions,high
q_001693,d_000365,0.9,0.9,states should not subsidize the growing of tobacco,tobacco consumption,growing of tobacco,high
q_001694,d_000032,1.0,1.0,states should not subsidize the growing of tobacco,tobacco control,anti smoking movement,high
q_001694,d_000365,0.9,0.9,states should not subsidize the growing of tobacco,tobacco control,growing of tobacco,high
q_001694,d_000683,0.8,0.8,states should not subsidize the growing of tobacco,tobacco control,rates of smoking,high
q_001694,d_000771,1.0,1.0,states should not subsidize the growing of tobacco,tobacco control,smoking restrictions,high
q_001695,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,tobacco industry,growing of tobacco,high
q_001695,d_000768,1.0,1.0,states should not subsidize the growing of tobacco,tobacco industry,smokeless tobacco,high
q_001695,d_000770,0.8,0.8,states should not subsidize the growing of tobacco,tobacco industry,smoking rates,high
q_001695,d_000771,0.9,0.9,states should not subsidize the growing of tobacco,tobacco industry,smoking restrictions,high
q_001696,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,tobacco product,growing of tobacco,high
q_001697,d_000032,0.9,0.9,states should not subsidize the growing of tobacco,tobacco products,anti smoking movement,high
q_001697,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,tobacco products,growing of tobacco,high
q_001697,d_000482,1.0,1.0,states should not subsidize the growing of tobacco,tobacco products,marlboro,high
q_001698,d_000128,0.9,0.9,states should not subsidize the growing of tobacco,tobacco smoke,cigar smoking,high
q_001698,d_000482,0.9,0.9,states should not subsidize the growing of tobacco,tobacco smoke,marlboro,high
q_001698,d_000542,0.8,0.8,states should not subsidize the growing of tobacco,tobacco smoke,nicotinic acetylcholine receptors,high
q_001698,d_000770,0.8,0.8,states should not subsidize the growing of tobacco,tobacco smoke,smoking rates,high
q_001698,d_000834,1.0,1.0,states should not subsidize the growing of tobacco,tobacco smoke,tobacco consumption,high
q_001700,d_000460,0.8,0.8,the leaking of military documents by anat kamm is justified,top secret,leaking,high
q_001700,d_000502,1.0,1.0,the leaking of military documents by anat kamm is justified,top secret,military,high
q_001700,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,top secret,military documents,high
q_001700,d_000570,1.0,1.0,the leaking of military documents by anat kamm is justified,top secret,official secrets act,high
q_001700,d_000897,0.9,0.9,the leaking of military documents by anat kamm is justified,top secret,wikileaks documents,high
q_001701,d_000074,0.8,0.8,the one-child policy of china is justified,total fertility rate,birth control,high
q_001701,d_000577,0.7,0.7,the one-child policy of china is justified,total fertility rate,one child policy,high
q_001702,d_000577,0.7,0.7,the one-child policy of china is justified,total population,one child policy,high
q_001703,d_000047,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,tour de france,athlete,high
q_001703,d_000612,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,tour de france,performance enhancing drugs,high
q_001703,d_000654,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,tour de france,professional sports,high
q_001705,d_000140,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade union,collective bargaining rights,high
q_001705,d_000175,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,trade union,craft union,high
q_001705,d_000404,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,trade union,industrial organizations,high
q_001705,d_000452,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,trade union,labour relations,high
q_001705,d_000828,0.8,0.8,all collective bargaining rights claimed by trades unions should be abolished,trade union,terms and conditions,high
q_001705,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade union,trades unions,high
q_001705,d_000855,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,trade union,union movement,high
q_001706,d_000140,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,trade union members,collective bargaining rights,high
q_001706,d_000492,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade union members,members,high
q_001706,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade union members,trades unions,high
q_001707,d_000140,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade unions,collective bargaining rights,high
q_001707,d_000493,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,trade unions,membership,high
q_001707,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,trade unions,trades unions,high
q_001709,d_000250,1.0,1.0,education should be funded using a voucher scheme,traditional public schools,education,high
q_001709,d_000473,0.7,0.7,education should be funded using a voucher scheme,traditional public schools,local school district,high
q_001709,d_000883,0.8,0.8,education should be funded using a voucher scheme,traditional public schools,voucher scheme,high
q_001710,d_000439,0.9,0.9,the keystone xl pipeline should be built,transcanada,keystone xl pipeline,high
q_001712,d_000082,0.9,0.9,boxing should be banned,traumatic brain injury,boxing,high
q_001713,d_000023,0.9,0.9,the leaking of military documents by anat kamm is justified,treason,anat kamm,high
q_001713,d_000217,0.7,0.7,the leaking of military documents by anat kamm is justified,treason,disclosure,high
q_001713,d_000460,0.7,0.7,the leaking of military documents by anat kamm is justified,treason,leaking,high
q_001713,d_000895,0.7,0.7,the leaking of military documents by anat kamm is justified,treason,whistleblower,high
q_001713,d_000897,0.7,0.7,the leaking of military documents by anat kamm is justified,treason,wikileaks documents,high
q_001715,d_000757,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,treaty,signed the npt,high
q_001716,d_000515,0.8,0.8,the monarchy should be abolished,treaty of waitangi,monarchy,high
q_001717,d_000560,0.7,0.7,all nations have a right to nuclear weapons,trident,nuclear weapons,high
q_001719,d_000314,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,trimester,fetuses,high
q_001721,d_000286,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,troika,europe,high
q_001724,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,turbine,energy supply,high
q_001724,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,turbine,wind power,high
q_001725,d_000263,0.9,0.9,wind power should be a primary focus of future energy supply,turbines,electricity generation,high
q_001725,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,turbines,energy supply,high
q_001725,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,turbines,wind power,high
q_001726,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,type of tobacco,growing of tobacco,high
q_001727,d_000365,1.0,1.0,states should not subsidize the growing of tobacco,types of tobacco,growing of tobacco,high
q_001728,d_000108,0.8,0.8,google shouldn't censor its search results in china,typical circumvention methods,censor,high
q_001728,d_000363,0.8,0.8,google shouldn't censor its search results in china,typical circumvention methods,great firewall,high
q_001729,d_000018,1.0,1.0,the american jobs act should be passed,u.s,american jobs act,high
q_001729,d_000536,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,u.s,nations,high
q_001729,d_000554,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,u.s,nuclear powers,high
q_001729,d_000640,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,u.s,president ronald reagan,high
q_001729,d_000791,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,u.s,states,high
q_001729,d_000863,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,u.s,us,high
q_001730,d_000018,0.9,0.9,the american jobs act should be passed,u.s economy,american jobs act,high
q_001731,d_000207,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,u.s presidential election,democratic governments,high
q_001731,d_000209,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,u.s presidential election,democratic party,high
q_001731,d_000210,1.0,1.0,opinion polls harm the democratic process,u.s presidential election,democratic process,high
q_001731,d_000309,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,u.s presidential election,federal elections,high
q_001731,d_000585,0.8,0.8,opinion polls harm the democratic process,u.s presidential election,opinion polls,high
q_001731,d_000705,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,u.s presidential election,republican party,high
q_001731,d_000810,0.8,0.8,opinion polls harm the democratic process,u.s presidential election,survey results,high
q_001731,d_000880,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,u.s presidential election,voters,high
q_001732,d_000151,0.8,0.8,congressional earmarks should be abolished,u.s senate,congressional earmarks,high
q_001733,d_000331,1.0,1.0,gambling should be banned,uigea,gambling,high
q_001737,d_000331,1.0,1.0,gambling should be banned,uk gambling commission,gambling,high
q_001737,d_000581,0.8,0.8,gambling should be banned,uk gambling commission,online lotteries,high
q_001738,d_000210,1.0,1.0,opinion polls harm the democratic process,uk general election,democratic process,high
q_001738,d_000585,0.7,0.7,opinion polls harm the democratic process,uk general election,opinion polls,high
q_001739,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,ultrasound,fetuses,high
q_001741,d_000086,0.8,0.8,bribery is sometimes acceptable,uncac,bribery,high
q_001741,d_000456,0.8,0.8,bribery is sometimes acceptable,uncac,law convention,high
q_001742,d_000439,1.0,1.0,the keystone xl pipeline should be built,unconventional oil,keystone xl pipeline,high
q_001743,d_000018,0.9,0.9,the american jobs act should be passed,unemployed,american jobs act,high
q_001743,d_000364,0.9,0.9,the american jobs act should be passed,unemployed,great recession,high
q_001744,d_000018,1.0,1.0,the american jobs act should be passed,unemployment,american jobs act,high
q_001744,d_000056,1.0,1.0,the american jobs act should be passed,unemployment,australian unemployment rate,high
q_001745,d_000018,0.7,0.7,the american jobs act should be passed,unemployment benefits,american jobs act,high
q_001747,d_000018,1.0,1.0,the american jobs act should be passed,unemployment rate,american jobs act,high
q_001747,d_000364,0.8,0.8,the american jobs act should be passed,unemployment rate,great recession,high
q_001749,d_000140,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union,collective bargaining rights,high
q_001749,d_000175,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,union,craft union,high
q_001749,d_000452,0.8,0.8,all collective bargaining rights claimed by trades unions should be abolished,union,labour relations,high
q_001749,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union,trades unions,high
q_001750,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union density,trades unions,high
q_001751,d_000140,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,union members,collective bargaining rights,high
q_001751,d_000492,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,union members,members,high
q_001751,d_000493,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union members,membership,high
q_001751,d_000589,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,union members,organization,high
q_001751,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union members,trades unions,high
q_001752,d_000140,0.8,0.8,all collective bargaining rights claimed by trades unions should be abolished,union movement,collective bargaining rights,high
q_001752,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,union movement,trades unions,high
q_001753,d_000395,0.7,0.7,us should re-engage myanmar,union of burma,human rights abuses,high
q_001753,d_000526,1.0,1.0,us should re-engage myanmar,union of burma,myanmar,high
q_001754,d_000526,1.0,1.0,us should re-engage myanmar,union of myanmar,myanmar,high
q_001755,d_000140,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,unionism,collective bargaining rights,high
q_001755,d_000493,0.8,0.8,all collective bargaining rights claimed by trades unions should be abolished,unionism,membership,high
q_001755,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,unionism,trades unions,high
q_001756,d_000140,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,unions,collective bargaining rights,high
q_001756,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,unions,trades unions,high
q_001757,d_000515,1.0,1.0,the monarchy should be abolished,united kingdom,monarchy,high
q_001757,d_000673,0.9,0.9,the monarchy should be abolished,united kingdom,queen's,high
q_001759,d_000536,0.9,0.9,all nations have a right to nuclear weapons,united states,nations,high
q_001759,d_000536,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,united states,nations,high
q_001759,d_000640,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,united states,president ronald reagan,high
